anio_hecho,mes_hecho,fecha_hecho,hora_hecho,categoria_delito,fiscalia,agencia,unidad_investigacion,colonia_hecho,colonia_catalogo,latitud,longitud,mes_numerico,hora,lat_anon,lon_anon
2024,Enero,2024-01-03,17:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,MESA DE LOS HORNOS,Mesa De Los Hornos,19.2753928729159,-99.182145419992,1,17,19.275,-99.182
2024,Enero,2024-01-03,16:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-5,UI-1SD,SANTO TOMAS AJUSCO,Desconocido,19.2130483813396,-99.2135699334633,1,16,19.213,-99.214
2023,Diciembre,2023-12-29,11:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DE DELITOS SEXUALES,FDS-2,FDS-2-03,LA PRIMAVERA,Primavera,19.2652642291456,-99.2033761340764,12,11,19.265,-99.203
2024,Enero,2024-01-01,20:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-1,UI-1SD,MIRADOR I,Mirador I,19.2714446489344,-99.2178552696208,1,20,19.271,-99.218
2024,Enero,2024-01-03,09:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,CHIMALCOYOTL,Pueblo Chimalcoyotl,19.2736697412304,-99.1678160157791,1,9,19.274,-99.168
2023,Julio,2023-07-31,12:00:00,DELITO DE BAJO IMPACTO,"FISCALÍA DE INVESTIGACIÓN DE DELITOS COMETIDOS EN AGRAVIO DE NIÑAS, NIÑOS Y ADOLESCENTES",59,UI-3CD,SAN ANDRÉS TOTOLTEPEC,El Fresno,19.2776586861824,-99.1896723759142,7,12,19.278,-99.19
2024,Enero,2024-01-02,19:40:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-5,UI-1SD,LA GUADALUPANA,Pueblo San Miguel Topilejo,19.1966843779794,-99.1495889376833,1,19,19.197,-99.15
2023,Diciembre,2023-12-29,19:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,MESA DE LOS HORNOS,Mesa De Los Hornos,19.2764377622414,-99.1828547698142,12,19,19.276,-99.183
2024,Enero,2024-01-04,09:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN MAGDALENA CONTRERAS,UAT-MC-1,3 SIN DETENIDO,TORIELLO GUERRA,Cantera Puente De Piedra,19.2966944101728,-99.1654354141242,1,9,19.297,-99.165
2015,Marzo,2015-03-31,00:01:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,TEPETONGO,Cumbres De Tepetongo,19.2707818484685,-99.1891478911262,3,0,19.271,-99.189
2024,Enero,2024-01-04,12:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,SAN ANDRÉS TOTOLTEPEC,Juventud Unida,19.2690285136517,-99.1537202096469,1,12,19.269,-99.154
2024,Enero,2024-01-04,09:28:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-C,UI-1SD,TLALPAN CENTRO II,Tlalpan Centro,19.2804271065293,-99.1661287798253,1,9,19.28,-99.166
2023,Diciembre,2023-12-17,15:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,ISIDRO FABELA SECCION CANTIL,Ampliacion Isidro Fabela,19.2969711859999,-99.1686978270156,12,15,19.297,-99.169
2024,Enero,2024-01-03,15:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE VIOLENCIA FAMILIAR,CJM-TLP,3 SIN DETENIDO,SAN MIGUEL AJUSCO,Desconocido,19.2073585929475,-99.1946350934733,1,15,19.207,-99.195
2023,Diciembre,2023-12-27,21:04:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-1,UI-1SD,HÉROES DE PADIERNA,Heroes De Padierna,19.2783977298742,-99.2179430301917,12,21,19.278,-99.218
2024,Enero,2024-01-04,09:00:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-C,UI-1SD,GUADALUPE TLALPAN,Arenal De Guadalupe,19.2887347557173,-99.1467373102355,1,9,19.289,-99.147
2023,Enero,2023-01-03,15:50:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE VIOLENCIA FAMILIAR,CJM-TLP,3 SIN DETENIDO,JARDINES DEL AJUSCO,Jardines Del Ajusco,19.2908781595414,-99.2158074650469,1,15,19.291,-99.216
2023,Diciembre,2023-12-28,11:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,FUENTES DEL PEDREGAL,Ampliacion Fuentes Del Pedregal,19.3063717932388,-99.2112448802396,12,11,19.306,-99.211
2023,Agosto,2023-08-15,10:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-4,UI-1SD,PRADO COAPA 3A SECCIÓN,Prado Coapa 3a Seccion,19.2941182174088,-99.1316731297426,8,10,19.294,-99.132
2023,Diciembre,2023-12-21,10:00:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-C,UI-1SD,PLAZA COAPA,Villa Coapa,19.2929279589233,-99.1255903201916,12,10,19.293,-99.126
2023,Enero,2023-01-04,10:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,SANTO TOMAS AJUSCO,Pueblo Santo Tomas Ajusco,19.2163695777498,-99.2077155837224,1,10,19.216,-99.208
2024,Enero,2024-01-04,12:47:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-1,UI-1SD,POPULAR SANTA TERESA,Popular Santa Teresa,19.3021000360265,-99.225923269776,1,12,19.302,-99.226
2024,Enero,2024-01-04,14:45:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-4,UI-1SD,DR. IGNACIO CHÁVEZ INFONAVIT,Granjas Coapa,19.2953852577948,-99.101459379945,1,14,19.295,-99.101
2023,Enero,2023-01-04,13:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,SAN PEDRO MÁRTIR,Pueblo San Pedro Martir,19.263837966829,-99.1680480421652,1,13,19.264,-99.168
2024,Enero,2024-01-04,18:40:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,TLP-3,UI-3CD,SAN PEDRO MÁRTIR,Pueblo San Pedro Martir,19.2658688794806,-99.1638938632061,1,18,19.266,-99.164
2024,Enero,2024-01-02,20:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-5,UI-1SD,LA MAGDALENA PETLACALCO,Pueblo La Magdalena Petlacalco,19.2339243283666,-99.1802559801081,1,20,19.234,-99.18
2023,Noviembre,2023-11-02,21:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-1,UI-1SD,PEDREGAL DE SAN NICOLÁS 1A SECCIÓN,Pedregal De San Nicolas 1a Seccion,19.2982426930422,-99.2323899426657,11,21,19.298,-99.232
2024,Enero,2024-01-04,15:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,SAN LORENZO HUIPULCO,Pueblo San Lorenzo Huipulco,19.2906929817278,-99.1487842798766,1,15,19.291,-99.149
2024,Enero,2024-01-04,10:16:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-C,UI-1SD,CHIMILLI,Chimilli,19.2689490361668,-99.2190557596103,1,10,19.269,-99.219
2024,Enero,2024-01-03,05:13:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-C,UI-1SD,JARDINES DEL PEDREGAL,Ampliacion Fuentes Del Pedregal,19.3056492462248,-99.2057806601864,1,5,19.306,-99.206
2023,Noviembre,2023-11-14,14:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,SANTA ÚRSULA XITLA,Pueblo Santa Ursula Xitla,19.2839524098757,-99.1756905904175,11,14,19.284,-99.176
2023,Enero,2023-01-04,15:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,SAN ANDRÉS TOTOLTEPEC,Pueblo San Andres Totoltepec,19.2555974196885,-99.1750557510316,1,15,19.256,-99.175
2023,Octubre,2023-10-02,00:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN EN DELITOS AMBIENTALES Y EN MATERIA DE PROTECCIÓN URBANA,A,3 CON DETENIDO 3 C/D,RESIDENCIAL VILLA COAPA SUPER MANZANA 8,Residencial Villa Coapa,19.2943935343379,-99.1225282404569,10,0,19.294,-99.123
2024,Enero,2024-01-04,18:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-1,UI-1SD,MIGUEL HIDALGO 3A SECCIÓN,Miguel Hidalgo 3a Seccion,19.2831949193318,-99.2036499401126,1,18,19.283,-99.204
2023,Diciembre,2023-12-29,18:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,TLALPAN CENTRO I,Tlalpan,19.289558558794,-99.1729955098169,12,18,19.29,-99.173
2024,Enero,2024-01-02,02:17:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-C,UI-1SD,SAN LORENZO HUIPULCO,Pueblo San Lorenzo Huipulco,19.2936129969551,-99.1505228798044,1,2,19.294,-99.151
2023,Enero,2023-01-04,19:13:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,SAN ANDRÉS TOTOLTEPEC,Fuentes Brotantes,19.2777711034379,-99.1886319804159,1,19,19.278,-99.189
2024,Enero,2024-01-04,21:20:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-1,UI-1SD,BOSQUES DEL PEDREGAL,Bosques Del Pedregal,19.2726081374159,-99.2433855200344,1,21,19.273,-99.243
2024,Enero,2024-01-04,01:30:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-C,UI-1SD,CRUZ DEL FAROL,Cruz Del Farol,19.2698446612679,-99.2125837100178,1,1,19.27,-99.213
2024,Enero,2024-01-03,07:23:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-C,UI-1SD,TORIELLO GUERRA,Toriello Guerra,19.2921243106526,-99.1598048497102,1,7,19.292,-99.16
2024,Enero,2024-01-04,06:14:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-C,UI-1SD,SAN ANDRÉS TOTOLTEPEC,Tlalpuente,19.2435955759691,-99.1801631199644,1,6,19.244,-99.18
2024,Enero,2024-01-04,05:40:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-C,UI-1SD,EQUIPAMIENTO FABRICA FISISA I,Vergel Del Sur,19.2974287236281,-99.1368387395692,1,5,19.297,-99.137
2024,Enero,2024-01-04,11:45:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-C,UI-1SD,TORIELLO GUERRA,Cantera Puente De Piedra,19.2956654675468,-99.163541846094,1,11,19.296,-99.164
2023,Enero,2023-01-04,19:59:00,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,TORIELLO GUERRA,Toriello Guerra,19.2964282515474,-99.1605543496572,1,19,19.296,-99.161
2024,Enero,2024-01-04,07:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-4,UI-1SD,GRANJAS COAPA,Granjas Coapa,19.2940433677113,-99.1087778795362,1,7,19.294,-99.109
2023,Diciembre,2023-12-10,12:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-1,UI-1SD,PEDREGAL DE SAN NICOLÁS 4A SECCIÓN,Pedregal De San Nicolas 4a Seccion,19.2801798519012,-99.2417132244953,12,12,19.28,-99.242
2023,Diciembre,2023-12-29,12:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,PEDREGAL DE SANTA ÚRSULA XITLA,Pedregal De Santa Ursula Xitla,19.273212629732,-99.1774806102859,12,12,19.273,-99.177
2024,Enero,2024-01-04,04:00:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-A,UI-1SD,SAN LORENZO HUIPULCO,Pueblo San Lorenzo Huipulco,19.3006710394612,-99.1459009102913,1,4,19.301,-99.146
2023,Diciembre,2023-12-08,09:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DE DELITOS SEXUALES,FDS-2,FDS-2-01,PEDREGAL DE SAN NICOLÁS 4A SECCIÓN,Pedregal De San Nicolas 4a Seccion,19.2815244758208,-99.2344070995436,12,9,19.282,-99.234
2024,Enero,2024-01-04,19:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-4,UI-1SD,ARBOLEDAS DEL SUR,Arboledas  Del Sur,19.2933567232357,-99.139056244251,1,19,19.293,-99.139
2024,Enero,2024-01-05,06:10:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,TLALCOLIGIA,Tlalcoligia,19.272884944325,-99.1737448896092,1,6,19.273,-99.174
2023,Diciembre,2023-12-19,19:19:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,JARDINES EN LA MONTAÑA,Jardines En La Montaña,19.3028160102346,-99.2073243901435,12,19,19.303,-99.207
2023,Diciembre,2023-12-28,19:19:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,JARDINES EN LA MONTAÑA,Jardines En La Montaña,19.3028116342368,-99.2073022103359,12,19,19.303,-99.207
2024,Enero,2024-01-05,13:50:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DE DELITOS COMETIDOS EN AGRAVIO DE GRUPOS DE ATENCIÓN PRIORITARIA,GAP5,Unidad de investigación AM-2 S/D,SAN ANDRÉS TOTOLTEPEC,El Cantil,19.2317842500441,-99.1612274330284,1,13,19.232,-99.161
2024,Enero,2024-01-05,12:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,TLP-3,UI-1CD,JARDINES DEL AJUSCO,Jardines Del Ajusco,19.2843838606593,-99.2108642301408,1,12,19.284,-99.211
2023,Diciembre,2023-12-11,12:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-4,UI-1SD,TORIELLO GUERRA,Toriello Guerra,19.2946545873898,-99.1640718698816,12,12,19.295,-99.164
2024,Enero,2024-01-05,11:22:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,TLP-3,UI-1CD,JARDINES EN LA MONTAÑA,Jardines En La Montaña,19.303056923715,-99.1989214698204,1,11,19.303,-99.199
2023,Agosto,2023-08-29,12:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,HÉROES DE PADIERNA,Colinas Del Ajusco,19.2871246274909,-99.2185471998476,8,12,19.287,-99.219
2024,Enero,2024-01-05,14:15:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,TLP-3,UI-1CD,BELISARIO DOMÍNGUEZ SECCIÓN XVI,Belisario Dominguez Seccion Xvi,19.2943134633944,-99.1565137396157,1,14,19.294,-99.157
2022,Agosto,2022-08-29,18:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,MIGUEL HIDALGO 1A SECCIÓN,Miguel Hidalgo,19.2864398109107,-99.1833606399678,8,18,19.286,-99.183
2024,Enero,2024-01-05,15:10:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,TLP-3,UI-1CD,SANTA ÚRSULA XITLA,Pueblo Santa Ursula Xitla,19.2840967236339,-99.1757699797897,1,15,19.284,-99.176
2024,Enero,2024-01-04,14:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,ARBOLEDAS DEL SUR,Arboledas  Del Sur,19.2933144392684,-99.1387447698766,1,14,19.293,-99.139
2024,Enero,2024-01-04,23:35:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN COYOACÁN,UAT-COY-5,UI-1SD,PLAZA COAPA,Villa Coapa,19.2943131457884,-99.125300199983,1,23,19.294,-99.125
2024,Enero,2024-01-01,20:45:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-5,UI-1SD,SAN MIGUEL TOPILEJO,Pueblo San Miguel Topilejo,19.1932888168561,-99.1451945506292,1,20,19.193,-99.145
2024,Enero,2024-01-05,12:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-4,UI-1SD,NARCISO MENDOZA SUPER MANZANA 5 VILLA COAPA,Narciso Mendoza,19.292334715618,-99.1279763699961,1,12,19.292,-99.128
2023,Noviembre,2023-11-14,10:22:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-A,UI-1SD,TLALPAN CENTRO II,Tlalpan Centro,19.2802587459217,-99.167980960353,11,10,19.28,-99.168
2024,Enero,2024-01-02,11:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,SAN PEDRO MÁRTIR,Pueblo San Pedro Martir,19.2665697791874,-99.1637476176704,1,11,19.267,-99.164
2023,Octubre,2023-10-30,10:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-1,UI-1SD,PEDREGAL DE SAN NICOLÁS 2A SECCIÓN,Pedregal De San Nicolas 2a Seccion,19.2910780363745,-99.2308217895987,10,10,19.291,-99.231
2024,Enero,2024-01-05,02:57:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-A,UI-1SD,TLALPAN CENTRO I,Tlalpan,19.2944477355438,-99.1806243396917,1,2,19.294,-99.181
2024,Enero,2024-01-05,18:47:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,TLP-3,UI-1CD,PLAZA COAPA,Villa Coapa,19.2942896230559,-99.1253637597136,1,18,19.294,-99.125
2023,Enero,2023-01-05,13:35:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,LOMAS DE TEPEMECATL,Desconocido,19.2393799922174,-99.2333301902902,1,13,19.239,-99.233
2023,Octubre,2023-10-29,12:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-4,UI-1SD,SAN LORENZO HUIPULCO,Pueblo San Lorenzo Huipulco,19.2972741376853,-99.14895516036,10,12,19.297,-99.149
2024,Enero,2024-01-05,05:00:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-A,UI-1SD,BELISARIO DOMÍNGUEZ SECCIÓN XVI,Belisario Dominguez Seccion Xvi,19.2906374580173,-99.1547211502317,1,5,19.291,-99.155
2021,Enero,2021-01-02,08:40:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,TORIELLO GUERRA,Toriello Guerra,19.2971492287073,-99.1529712104013,1,8,19.297,-99.153
2023,Diciembre,2023-12-25,00:10:00,ROBO A NEGOCIO CON VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-1,UI-1SD,JARDINES DEL AJUSCO,Jardines Del Ajusco,19.2902820104743,-99.217149760113,12,0,19.29,-99.217
2023,Enero,2023-01-08,12:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,SAN ANDRÉS TOTOLTEPEC,Pueblo San Miguel Xicalco,19.2381365691541,-99.159668150107,1,12,19.238,-99.16
2024,Enero,2024-01-05,21:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-4,UI-1SD,TENORIOS 1,Tenorios,19.2968988378731,-99.1184367097092,1,21,19.297,-99.118
2023,Octubre,2023-10-26,12:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,VALLE ESCONDIDO,Valle Escondido,19.2791727069961,-99.1430322799412,10,12,19.279,-99.143
2023,Noviembre,2023-11-05,21:15:00,DELITO DE BAJO IMPACTO,FISCALÍA DE JUSTICIA PENAL PARA ADOLESCENTES,AEJPA,1 CON DETENIDO,EQUIPAMIENTO FABRICA FISISA I,Vergel Del Sur,19.2977258255157,-99.1377305802852,11,21,19.298,-99.138
2023,Diciembre,2023-12-06,12:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-1,UI-1SD,LOMAS DE PADIERNA,Lomas De Padierna,19.2897962166206,-99.2210302199914,12,12,19.29,-99.221
2023,Diciembre,2023-12-30,22:15:00,DELITO DE BAJO IMPACTO,"FISCALÍA DE INVESTIGACIÓN DE DELITOS COMETIDOS EN AGRAVIO DE NIÑAS, NIÑOS Y ADOLESCENTES",59,UI-1CD,SANTO TOMAS AJUSCO,Pueblo Santo Tomas Ajusco,19.2175448128479,-99.2123758013705,12,22,19.218,-99.212
2024,Enero,2024-01-01,02:50:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DE DELITOS SEXUALES,FDS-2,FDS-2-01,TLALPAN CENTRO II,Tlalpan Centro,19.2880461501509,-99.1745396595629,1,2,19.288,-99.175
2023,Septiembre,2023-09-03,10:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-1,UI-1SD,MIRADOR I,Mirador I,19.2713583956703,-99.2197284399622,9,10,19.271,-99.22
2023,Diciembre,2023-12-23,12:00:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-A,UI-1SD,SAN ANDRÉS TOTOLTEPEC,Maria Esther Zuno De Echeverria,19.2536026279443,-99.1804435300228,12,12,19.254,-99.18
2024,Enero,2024-01-05,16:24:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-4,UI-1SD,GRANJAS COAPA,Granjas Coapa,19.2935154463493,-99.1057509199936,1,16,19.294,-99.106
2024,Enero,2024-01-04,11:04:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-A,UI-1SD,MIGUEL HIDALGO 4A SECCIÓN,Miguel Hidalgo 4a Seccion,19.2703669277853,-99.2080538296743,1,11,19.27,-99.208
2024,Enero,2024-01-04,08:45:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-A,UI-1SD,SAN LORENZO HUIPULCO,Pueblo San Lorenzo Huipulco,19.2932451102425,-99.1497782697329,1,8,19.293,-99.15
2024,Enero,2024-01-05,22:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,MIGUEL HIDALGO 1A SECCIÓN,Miguel Hidalgo,19.2877681810489,-99.1849259696835,1,22,19.288,-99.185
2023,Enero,2023-01-06,05:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,TLP-3,UI-1CD,POLOTLAN,La Joya,19.2827118656773,-99.1623267501899,1,5,19.283,-99.162
2023,Octubre,2023-10-13,14:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN COYOACÁN,COY-2,UI-1CD,TLALMILLE,Tlalmille,19.2599477908843,-99.1863416926224,10,14,19.26,-99.186
2024,Enero,2024-01-06,10:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,SAN ANDRÉS TOTOLTEPEC,Pueblo San Andres Totoltepec,19.2504739739512,-99.1747212896784,1,10,19.25,-99.175
2024,Enero,2024-01-05,09:00:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-B,UI-1SD,RANCHO LOS COLORINES,Rancho Los Colorines,19.2889976112871,-99.1360134805933,1,9,19.289,-99.136
2023,Diciembre,2023-12-10,14:35:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,LOMAS DE PADIERNA,Lomas De Padierna,19.294390877606,-99.2267853996956,12,14,19.294,-99.227
2023,Diciembre,2023-12-03,19:34:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,PEDREGAL DE LAS ÁGUILAS,Pedregal De Las Aguilas,19.271731351318,-99.1773563792834,12,19,19.272,-99.177
