anio_hecho,mes_hecho,fecha_hecho,hora_hecho,categoria_delito,fiscalia,agencia,unidad_investigacion,colonia_hecho,colonia_catalogo,latitud,longitud,mes_numerico,hora,lat_anon,lon_anon
2024,Febrero,2024-02-02,12:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,TLALPAN CENTRO I,Tlalpan,19.2950143898341,-99.1821254799999,2,12,19.295,-99.182
2024,Mayo,2024-05-09,09:00:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-C,UI-1SD,RESIDENCIAL MIRAMONTES,Residencial Miramontes,19.3026531598335,-99.1219362599999,5,9,19.303,-99.122
2024,Mayo,2024-05-03,22:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN EN DELITOS AMBIENTALES Y EN MATERIA DE PROTECCIÓN URBANA,A,1 CON DETENIDO 1 C/D,PEDREGAL DE SANTA ÚRSULA XITLA,Tlalcoligia,19.2751053398336,-99.1744712399999,5,22,19.275,-99.174
2024,Abril,2024-04-29,18:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN EN DELITOS AMBIENTALES Y EN MATERIA DE PROTECCIÓN URBANA,A,1 CON DETENIDO 1 C/D,CLUB DE GOLF MÉXICO,Ejidos De San Pedro Martir,19.2739789798338,-99.1570764399999,4,18,19.274,-99.157
2024,Mayo,2024-05-08,13:32:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN EN DELITOS AMBIENTALES Y EN MATERIA DE PROTECCIÓN URBANA,A,1 CON DETENIDO 1 C/D,PEDREGAL DE SANTA ÚRSULA XITLA,Pedregal De Santa Ursula Xitla,19.271756449834,-99.1791194499999,5,13,19.272,-99.179
2024,Abril,2024-04-23,22:20:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,1 CON DETENIDO 1 C/D,ARENAL TEPEPAN,Arenal Tepepan,19.2849341757016,-99.1492480341184,4,22,19.285,-99.149
2024,Mayo,2024-05-06,09:00:00,VIOLACIÓN,FISCALÍA DE INVESTIGACIÓN DE DELITOS SEXUALES,FDS-7,FDS-7-01,SAN MIGUEL TOPILEJO,Pueblo San Miguel Topilejo,19.2027201325979,-99.1435508813099,5,9,19.203,-99.144
2024,Mayo,2024-05-09,23:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,PARRES EL GUARDA,Pueblo Parres El Guarda,19.1312552662574,-99.1799796049872,5,23,19.131,-99.18
2024,Abril,2024-04-15,04:00:00,VIOLACIÓN,FISCALÍA DE INVESTIGACIÓN DE DELITOS SEXUALES,FDS-7,FDS-7-01,FUENTES DEL PEDREGAL,Ampliacion Fuentes Del Pedregal,19.303110631747,-99.2080836476298,4,4,19.303,-99.208
2024,Mayo,2024-05-03,10:00:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-A,UI-1SD,NUEVA ORIENTAL COAPA,Nueva Oriental Coapa,19.2976836698338,-99.1283713299999,5,10,19.298,-99.128
2024,Mayo,2024-05-09,11:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,SAN MIGUEL TOXIAC,Pueblo Ocotla,19.2073111543477,-99.1559189164231,5,11,19.207,-99.156
2024,Abril,2024-04-19,14:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN MIGUEL HIDALGO,MH-3,UI-1SD,JARDINES EN LA MONTAÑA,Jardines En La Montaña,19.3042960498341,-99.2013421699999,4,14,19.304,-99.201
2023,Diciembre,2023-12-17,00:30:00,VIOLACIÓN,FISCALÍA DE INVESTIGACIÓN DE DELITOS SEXUALES,FDS-7,FDS-7-01,PEDREGAL DE SAN NICOLÁS 3A SECCIÓN,Pedregal De San Nicolas 3a Seccion,19.2818197338404,-99.2412609241462,12,0,19.282,-99.241
2024,Mayo,2024-05-10,11:50:00,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,TLP-3,UI-1CD,SAN MIGUEL AJUSCO,Desconocido,19.2155209398338,-99.1946688299999,5,11,19.216,-99.195
2024,Mayo,2024-05-06,13:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE VIOLENCIA FAMILIAR,75,Unidad de investigación 7 S/D,PEDREGAL DE SAN NICOLÁS 2A SECCIÓN,Pedregal De San Nicolas 2a Seccion,19.2906002488454,-99.233291870482,5,13,19.291,-99.233
2024,Mayo,2024-05-07,19:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,DR. IGNACIO CHÁVEZ INFONAVIT,Granjas Coapa,19.295554869834,-99.1015559399999,5,19,19.296,-99.102
2024,Mayo,2024-05-09,09:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-1,UI-1SD,MIGUEL HIDALGO 4A SECCIÓN,Miguel Hidalgo 4a Seccion,19.2721794898338,-99.2061218599999,5,9,19.272,-99.206
2024,Mayo,2024-05-10,12:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,TLP-3,UI-1CD,SAN PEDRO MÁRTIR,Pueblo San Pedro Martir,19.2637644998337,-99.1727753,5,12,19.264,-99.173
2024,Mayo,2024-05-10,10:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-4,UI-1SD,RESIDENCIAL VILLA COAPA SUPER MANZANA 1,Residencial Villa Coapa,19.2902809598342,-99.11858998,5,10,19.29,-99.119
2024,Mayo,2024-05-09,22:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,PARAJE 38,Paraje 38,19.2643272498342,-99.2062096999999,5,22,19.264,-99.206
2024,Abril,2024-04-28,14:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN XOCHIMILCO,UAT-XO-2,UI-1SD,CRUZ DEL FAROL,Cruz Del Farol,19.2705777805521,-99.2129330476936,4,14,19.271,-99.213
2024,Mayo,2024-05-09,23:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,MIGUEL HIDALGO 3A SECCIÓN,Miguel Hidalgo 3a Seccion,19.2778702698342,-99.2076773199999,5,23,19.278,-99.208
2024,Mayo,2024-05-09,05:00:00,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-1,UI-1SD,PEDREGAL DE SAN NICOLÁS 4A SECCIÓN,Pedregal De San Nicolas 4a Seccion,19.278035889834,-99.2427554699999,5,5,19.278,-99.243
2024,Mayo,2024-05-09,19:35:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,TLALCOLIGIA,Tlalcoligia,19.2768381298338,-99.1710785799999,5,19,19.277,-99.171
2023,Marzo,2023-03-09,12:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-5,UI-1SD,PARRES EL GUARDA,Desconocido,19.1296230898346,-99.1732585399999,3,12,19.13,-99.173
2023,Abril,2023-04-09,12:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-5,UI-1SD,SAN ANDRÉS TOTOLTEPEC,Pueblo San Andres Totoltepec,19.2505446598343,-99.17495638,4,12,19.251,-99.175
2024,Mayo,2024-05-07,22:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,SAN ANDRÉS TOTOLTEPEC,Pueblo San Andres Totoltepec,19.2492764198338,-99.1720242799999,5,22,19.249,-99.172
2023,Julio,2023-07-09,12:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-5,UI-1SD,PARRES EL GUARDA,Desconocido,19.1292108798345,-99.1735124599999,7,12,19.129,-99.174
2024,Mayo,2024-05-02,15:44:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,TLALPAN CENTRO I,Tlalpan,19.2943135698342,-99.1765603399999,5,15,19.294,-99.177
2024,Abril,2024-04-12,22:50:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-5,UI-1SD,SAN MIGUEL TOPILEJO,Pueblo San Miguel Topilejo,19.1983132098339,-99.1483703299999,4,22,19.198,-99.148
2024,Mayo,2024-05-10,08:15:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-5,UI-1SD,NUEVA ORIENTAL COAPA,Nueva Oriental Coapa,19.298222867904,-99.1293573512958,5,8,19.298,-99.129
2024,Mayo,2024-05-09,09:00:00,DELITO DE BAJO IMPACTO,"FISCALÍA DE INVESTIGACIÓN DE DELITOS COMETIDOS EN AGRAVIO DE NIÑAS, NIÑOS Y ADOLESCENTES",59,UI-1CD,SAN MIGUEL TOPILEJO,Pueblo San Miguel Topilejo,19.1989868739248,-99.1483950774238,5,9,19.199,-99.148
2024,Mayo,2024-05-10,08:00:00,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,FUENTES DEL PEDREGAL,Ampliacion Fuentes Del Pedregal,19.3012541098342,-99.2117214199999,5,8,19.301,-99.212
2024,Febrero,2024-02-25,11:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE VIOLENCIA FAMILIAR,CJM-TLP,1 SIN DETENIDO,MIGUEL HIDALGO 2A SECCIÓN,Miguel Hidalgo 2a Seccion,19.2821896330964,-99.1982455417499,2,11,19.282,-99.198
2024,Mayo,2024-05-09,10:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,SAN ANDRÉS TOTOLTEPEC,Ejidos De San Pedro Martir,19.2662275198336,-99.1567254099999,5,10,19.266,-99.157
2024,Febrero,2024-02-13,18:00:00,DELITO DE BAJO IMPACTO,"FISCALÍA DE INVESTIGACIÓN DE DELITOS COMETIDOS EN AGRAVIO DE NIÑAS, NIÑOS Y ADOLESCENTES",59,UI-1CD,MARÍA ESTHER ZUNO DE ECHEVERRÍA,Mirador Del Valle,19.2556456480981,-99.1844427912922,2,18,19.256,-99.184
2024,Mayo,2024-05-10,14:50:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-4,UI-1SD,VERGEL COAPA,Vergel Coapa,19.3033653298336,-99.12476957,5,14,19.303,-99.125
2024,Mayo,2024-05-10,14:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-1,UI-1SD,JARDINES EN LA MONTAÑA,Jardines En La Montaña,19.2983661198341,-99.2117182899999,5,14,19.298,-99.212
2024,Mayo,2024-05-10,06:48:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-A,UI-1SD,A.M.S.A,A M S A,19.2845498998343,-99.1375109599999,5,6,19.285,-99.138
2024,Mayo,2024-05-10,17:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-5,UI-1SD,SANTO TOMAS AJUSCO,Desconocido,19.2210502198339,-99.2111862099999,5,17,19.221,-99.211
2024,Mayo,2024-05-10,21:35:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-1,UI-1SD,PEDREGAL DE SAN NICOLÁS 4A SECCIÓN,Pedregal De San Nicolas 4a Seccion,19.2820161861731,-99.2313110891052,5,21,19.282,-99.231
2024,Mayo,2024-05-10,12:30:00,ROBO A CASA HABITACIÓN CON VIOLENCIA,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,1 CON DETENIDO 1 C/D,PEDREGAL DE SAN NICOLÁS 1A SECCIÓN,Pedregal De San Nicolas 1a Seccion,19.2893448898335,-99.2426750099999,5,12,19.289,-99.243
2024,Mayo,2024-05-10,18:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,JARDINES DEL AJUSCO,Jardines Del Ajusco,19.2821865298342,-99.2158106699999,5,18,19.282,-99.216
2024,Mayo,2024-05-10,21:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-4,UI-1SD,PLAZA COAPA,Villa Coapa,19.2961731998336,-99.1271502499999,5,21,19.296,-99.127
2023,Septiembre,2023-09-04,09:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-5,UI-1SD,PARRES EL GUARDA,Desconocido,19.1287908898343,-99.1743997299999,9,9,19.129,-99.174
2024,Mayo,2024-05-10,03:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE VIOLENCIA FAMILIAR,CJM-AZ,2 SIN DETENIDO,TLALPAN CENTRO I,Tlalpan,19.2862889268667,-99.1649060979681,5,3,19.286,-99.165
2023,Septiembre,2023-09-17,09:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-5,UI-1SD,PARRES EL GUARDA,Pueblo Parres El Guarda,19.1316897998343,-99.1811466499999,9,9,19.132,-99.181
2024,Mayo,2024-05-11,09:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-1,UI-1SD,HÉROES DE PADIERNA,Colinas Del Ajusco,19.2877100798338,-99.2189215899999,5,9,19.288,-99.219
2024,Febrero,2024-02-16,10:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN VENUSTIANO CARRANZA,UAT-VC-2,UI-1SD,RESIDENCIAL MIRAMONTES,Residencial Miramontes,19.3029756598343,-99.1225866099999,2,10,19.303,-99.123
2024,Mayo,2024-05-11,06:50:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,TORIELLO GUERRA,Toriello Guerra,19.2945239398336,-99.1566278599999,5,6,19.295,-99.157
2024,Abril,2024-04-28,21:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-1,UI-1SD,LOS ENCINOS,Los Encinos,19.2759634198342,-99.2282345499999,4,21,19.276,-99.228
2023,Diciembre,2023-12-25,10:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-5,UI-1SD,SAN ANDRÉS TOTOLTEPEC,La Palma,19.2512899141378,-99.1625289710186,12,10,19.251,-99.163
2022,Noviembre,2022-11-06,11:45:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-5,UI-1SD,SANTO TOMAS AJUSCO,Desconocido,19.2170997798338,-99.2143151199998,11,11,19.217,-99.214
2024,Marzo,2024-03-25,12:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,LOS VOLCANES,Los Volcanes,19.2695816798337,-99.1743349099999,3,12,19.27,-99.174
2024,Mayo,2024-05-09,19:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-1,UI-1SD,PEDREGAL DE SAN NICOLÁS 4A SECCIÓN,Pedregal De San Nicolas 4a Seccion,19.2774832398343,-99.2333478499998,5,19,19.277,-99.233
2024,Marzo,2024-03-23,20:33:00,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,SAN PEDRO MÁRTIR,Pueblo San Pedro Martir,19.2664886898343,-99.1701233299999,3,20,19.266,-99.17
2024,Mayo,2024-05-11,07:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,SAN ANDRÉS TOTOLTEPEC,Pueblo San Andres Totoltepec,19.2523911498344,-99.1681417399999,5,7,19.252,-99.168
2024,Mayo,2024-05-10,02:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN COYOACÁN,UAT-COY-5,UI-1SD,PUEBLO QUIETO,Toriello Guerra,19.2969211398337,-99.1571674299999,5,2,19.297,-99.157
2024,Mayo,2024-05-11,12:20:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-5,UI-1SD,LAS FLORES,Pueblo Ocotla,19.2046434098344,-99.1523137099999,5,12,19.205,-99.152
2024,Mayo,2024-05-11,12:05:00,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,PARRES EL GUARDA,Desconocido,19.130405619834,-99.17258226999988,5,12,19.13,-99.173
2024,Abril,2024-04-28,04:01:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-B,UI-1SD,2 DE OCTUBRE,2 De Octubre,19.2711999198337,-99.2303972699999,4,4,19.271,-99.23
2024,Mayo,2024-05-10,14:30:00,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,VILLA LÁZARO CÁRDENAS,Villa Lazaro Cardenas,19.2982862998339,-99.1395675799999,5,14,19.298,-99.14
2024,Abril,2024-04-28,07:24:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,PEDREGAL DE SAN NICOLÁS 4A SECCIÓN,Pedregal De San Nicolas 4a Seccion,19.2768162298336,-99.2363423999999,4,7,19.277,-99.236
2024,Mayo,2024-05-11,17:45:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-4,UI-1SD,SAN LORENZO HUIPULCO,Pueblo San Lorenzo Huipulco,19.2946943453703,-99.1508910658097,5,17,19.295,-99.151
2024,Abril,2024-04-27,15:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-5,UI-1SD,SAN ANDRÉS TOTOLTEPEC,La Palma,19.2517948598341,-99.1661780899999,4,15,19.252,-99.166
2024,Mayo,2024-05-11,19:55:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,TLP-3,UI-2CD,A.M.S.A,A M S A,19.2845226398338,-99.1375745199999,5,19,19.285,-99.138
2024,Mayo,2024-05-03,03:13:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-B,UI-1SD,HÉROES DE PADIERNA,Heroes De Padierna,19.2816960298344,-99.2172237099999,5,3,19.282,-99.217
2024,Mayo,2024-05-11,12:20:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-1,UI-1SD,FUENTES DEL PEDREGAL,Rincon Del Pedregal,19.3110212998336,-99.2205889399999,5,12,19.311,-99.221
2024,Mayo,2024-05-11,16:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,SAN PEDRO MÁRTIR,Pueblo San Pedro Martir,19.2675146098341,-99.1737730799999,5,16,19.268,-99.174
2024,Mayo,2024-05-11,21:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,TLP-3,UI-2CD,LAS FLORES,Pueblo Ocotla,19.203605829834,-99.1571729799999,5,21,19.204,-99.157
2024,Mayo,2024-05-11,18:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-5,UI-1SD,LAS FLORES,Pueblo Ocotla,19.2046862588986,-99.1513863256331,5,18,19.205,-99.151
2024,Mayo,2024-05-11,15:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE VIOLENCIA FAMILIAR,CJM-TLP,2 SIN DETENIDO,TLALMILLE,Desconocido,19.2596542357306,-99.1853560820563,5,15,19.26,-99.185
2024,Mayo,2024-05-11,22:55:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,TLP-3,UI-2CD,PARQUE DEL PEDREGAL,Parque Del Pedregal,19.302031439834,-99.1908261199999,5,22,19.302,-99.191
2024,Mayo,2024-05-11,21:55:00,ROBO A NEGOCIO CON VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-5,UI-1SD,SAN MIGUEL AJUSCO,Pueblo San Miguel Ajusco,19.2261466098341,-99.1990129799999,5,21,19.226,-99.199
2024,Mayo,2024-05-11,14:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE VIOLENCIA FAMILIAR,75,Unidad de investigación 7 S/D,POPULAR SANTA TERESA,Popular Santa Teresa,19.2990054409321,-99.2229456465241,5,14,19.299,-99.223
2024,Mayo,2024-05-12,06:30:00,HOMICIDIO DOLOSO,FISCALÍA DE INVESTIGACIÓN ESTRATÉGICA DEL DELITO DE HOMICIDIO,2,1 CON DETENIDO 1 C/D,TEPEXIMILPA SERVIMET,San Juan Tepeximilpa,19.2718267398341,-99.1932465899999,5,6,19.272,-99.193
2024,Mayo,2024-05-11,22:36:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,ISIDRO FABELA,Isidro Fabela,19.3029516998338,-99.1767669599999,5,22,19.303,-99.177
2024,Marzo,2024-03-23,23:20:00,ROBO A NEGOCIO CON VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN MIGUEL HIDALGO,UAT-MH-1,UI-1SD,MIGUEL HIDALGO 1A SECCIÓN,Miguel Hidalgo,19.2849368298339,-99.1863711899999,3,23,19.285,-99.186
2024,Febrero,2024-02-15,11:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-4,UI-1SD,A.M.S.A,A M S A,19.282941239834,-99.1394016399999,2,11,19.283,-99.139
2024,Mayo,2024-05-12,08:50:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-1,UI-1SD,PEDREGAL DE SAN NICOLÁS 3A SECCIÓN,Pedregal De San Nicolas 4a Seccion,19.2827083061825,-99.2323796467076,5,8,19.283,-99.232
2024,Mayo,2024-05-06,02:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-5,UI-1SD,SAN MIGUEL AJUSCO,Pueblo San Miguel Ajusco,19.2239959598341,-99.2020915099999,5,2,19.224,-99.202
2024,Mayo,2024-05-12,09:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,PEDREGAL DE SAN NICOLÁS 4A SECCIÓN,Pedregal De San Nicolas 4a Seccion,19.2789445643858,-99.231074425082,5,9,19.279,-99.231
2024,Abril,2024-04-23,09:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE VIOLENCIA FAMILIAR,CJM-TLP,3 SIN DETENIDO,RESIDENCIAL VILLA COAPA SUPER MANZANA 4,Residencial Villa Coapa,19.2895881484462,-99.1209207522873,4,9,19.29,-99.121
2024,Abril,2024-04-30,18:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-1,UI-1SD,LOMAS DE PADIERNA,Lomas De Padierna,19.2958377665993,-99.2228218026572,4,18,19.296,-99.223
2024,Mayo,2024-05-11,23:20:00,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN ESTRATÉGICA DEL DELITO DE ROBO DE VEHÍCULOS Y TRANSPORTE,ORIENTEII,UI-3CD,TORIELLO GUERRA,Toriello Guerra,19.2971339598336,-99.1533091699999,5,23,19.297,-99.153
2024,Mayo,2024-05-12,14:50:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,TLP-3,UI-3CD,A.M.S.A,A M S A,19.2846283798342,-99.13755655,5,14,19.285,-99.138
2024,Mayo,2024-05-09,23:00:00,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,EQUIPAMIENTO FABRICA FISISA I,Vergel Del Sur,19.297599419834,-99.1368310199999,5,23,19.298,-99.137
2024,Mayo,2024-05-11,16:51:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-1,UI-1SD,BOSQUES DEL PEDREGAL,Bosques Del Pedregal,19.2713290798343,-99.2423922499999,5,16,19.271,-99.242
2024,Mayo,2024-05-11,20:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE VIOLENCIA FAMILIAR,75,Unidad de investigación 7 S/D,POPULAR SANTA TERESA,Popular Santa Teresa,19.2999456739705,-99.222546536305,5,20,19.3,-99.223
2024,Mayo,2024-05-12,04:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN MAGDALENA CONTRERAS,UAT-MC-1,3 SIN DETENIDO,MIRADOR II,Mirador Ii,19.2710844911356,-99.2222913926755,5,4,19.271,-99.222
